,arg1,arg2,verb,sentence,verb_idx,label,new_column
491,critic,,snort, The critic snorted contemptuously .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('critic', 'NOUN'), ('snorted', 'VERB'), ('contemptuously', 'ADV'), ('.', 'PUNCT')]"
492,cocaine,,snort, The addict was snorting cocaine almost every day .,3,0,"[(' ', 'SPACE'), ('The', 'DET'), ('addict', 'NOUN'), ('was', 'AUX'), ('snorting', 'VERB'), ('cocaine', 'NOUN'), ('almost', 'ADV'), ('every', 'PRON'), ('day', 'NOUN'), ('.', 'PUNCT')]"
493,seed,,sow, She sowed sunflower seeds .,1,0,"[(' ', 'SPACE'), ('She', 'PRON'), ('sowed', 'VERB'), ('sunflower', 'NOUN'), ('seeds', 'NOUN'), ('.', 'PUNCT')]"
494,suspicion,,sow, sow suspicion or beliefs .,0,1,"[(' ', 'SPACE'), ('sow', 'VERB'), ('suspicion', 'NOUN'), ('or', 'CCONJ'), ('beliefs', 'NOUN'), ('.', 'PUNCT')]"
495,ground,,sow, sow the ground with sunflower seeds .,0,0,"[(' ', 'SPACE'), ('sow', 'VERB'), ('the', 'DET'), ('ground', 'NOUN'), ('with', 'ADP'), ('sunflower', 'NOUN'), ('seeds', 'NOUN'), ('.', 'PUNCT')]"
496,word,,spell, How do you spell this word ?,3,0,"[(' ', 'SPACE'), ('How', 'SCONJ'), ('do', 'AUX'), ('you', 'PRON'), ('spell', 'VERB'), ('this', 'DET'), ('word', 'NOUN'), ('?', 'PUNCT')]"
497,trouble,,spell, I 'm afraid this spells trouble !,4,1,"[(' ', 'SPACE'), ('I', 'PRON'), (""'"", 'VERB'), ('m', 'VERB'), ('afraid', 'ADJ'), ('this', 'PRON'), ('spells', 'VERB'), ('trouble', 'NOUN'), ('!', 'PUNCT')]"
498,husband,,spell, She spelled her husband at the wheel .,1,1,"[(' ', 'SPACE'), ('She', 'PRON'), ('spelled', 'VERB'), ('her', 'PRON'), ('husband', 'NOUN'), ('at', 'ADP'), ('the', 'DET'), ('wheel', 'NOUN'), ('.', 'PUNCT')]"
499,worker,,spell, the workers spell every four hours .,2,1,"[(' ', 'SPACE'), ('the', 'DET'), ('workers', 'NOUN'), ('spell', 'VERB'), ('every', 'DET'), ('four', 'NUM'), ('hours', 'NOUN'), ('.', 'PUNCT')]"
500,water,,splash, She splashed the water around her .,1,0,"[(' ', 'SPACE'), ('She', 'PRON'), ('splashed', 'VERB'), ('the', 'DET'), ('water', 'NOUN'), ('around', 'ADP'), ('her', 'PRON'), ('.', 'PUNCT')]"
501,water,,splash, She splashed the water around her .,1,0,"[(' ', 'SPACE'), ('She', 'PRON'), ('splashed', 'VERB'), ('the', 'DET'), ('water', 'NOUN'), ('around', 'ADP'), ('her', 'PRON'), ('.', 'PUNCT')]"
502,mountain,,splash, The mountain was splashed with snow .,3,1,"[(' ', 'SPACE'), ('The', 'DET'), ('mountain', 'NOUN'), ('was', 'AUX'), ('splashed', 'VERB'), ('with', 'ADP'), ('snow', 'NOUN'), ('.', 'PUNCT')]"
503,tablecloth,,spot, The wine spotted the tablecloth .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('wine', 'NOUN'), ('spotted', 'VERB'), ('the', 'DET'), ('tablecloth', 'NOUN'), ('.', 'PUNCT')]"
504,dress,,spot, This dress spots quickly .,2,0,"[(' ', 'SPACE'), ('This', 'DET'), ('dress', 'NOUN'), ('spots', 'NOUN'), ('quickly', 'ADV'), ('.', 'PUNCT')]"
505,area,,spot, spot the areas that one should clearly identify .,0,0,"[(' ', 'SPACE'), ('spot', 'VERB'), ('the', 'DET'), ('areas', 'NOUN'), ('that', 'SCONJ'), ('one', 'PRON'), ('should', 'AUX'), ('clearly', 'ADV'), ('identify', 'VERB'), ('.', 'PUNCT')]"
506,water,,spray, Water sprayed all over the floor .,1,0,"[(' ', 'SPACE'), ('Water', 'NOUN'), ('sprayed', 'VERB'), ('all', 'ADV'), ('over', 'ADP'), ('the', 'DET'), ('floor', 'NOUN'), ('.', 'PUNCT')]"
507,water,,spray, spray water on someone .,0,0,"[(' ', 'SPACE'), ('spray', 'VERB'), ('water', 'NOUN'), ('on', 'ADP'), ('someone', 'PRON'), ('.', 'PUNCT')]"
508,wall,,spray, spray the wall with paint .,0,0,"[(' ', 'SPACE'), ('spray', 'VERB'), ('the', 'DET'), ('wall', 'NOUN'), ('with', 'ADP'), ('paint', 'NOUN'), ('.', 'PUNCT')]"
509,language,,spread, The invaders spread their language all over the country .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('invaders', 'NOUN'), ('spread', 'VERB'), ('their', 'PRON'), ('language', 'NOUN'), ('all', 'ADV'), ('over', 'ADP'), ('the', 'DET'), ('country', 'NOUN'), ('.', 'PUNCT')]"
510,cheese,,spread, spread cheese on a piece of bread .,0,0,"[(' ', 'SPACE'), ('spread', 'VERB'), ('cheese', 'NOUN'), ('on', 'ADP'), ('a', 'DET'), ('piece', 'NOUN'), ('of', 'ADP'), ('bread', 'NOUN'), ('.', 'PUNCT')]"
511,infection,,spread, the infection spread .,2,0,"[(' ', 'SPACE'), ('the', 'DET'), ('infection', 'NOUN'), ('spread', 'VERB'), ('.', 'PUNCT')]"
512,oil,,spread, A big oil spot spread across the water .,4,0,"[(' ', 'SPACE'), ('A', 'DET'), ('big', 'ADJ'), ('oil', 'NOUN'), ('spot', 'NOUN'), ('spread', 'VERB'), ('across', 'ADP'), ('the', 'DET'), ('water', 'NOUN'), ('.', 'PUNCT')]"
513,wood,,square, square the wood with a file .,0,0,"[(' ', 'SPACE'), ('square', 'VERB'), ('the', 'DET'), ('wood', 'NOUN'), ('with', 'ADP'), ('a', 'DET'), ('file', 'NOUN'), ('.', 'PUNCT')]"
514,shoulder,,square, He squared his shoulders .,1,1,"[(' ', 'SPACE'), ('He', 'PRON'), ('squared', 'VERB'), ('his', 'PRON'), ('shoulders', 'NOUN'), ('.', 'PUNCT')]"
515,idea,,square, one idea squares with the other one .,2,1,"[(' ', 'SPACE'), ('one', 'NUM'), ('idea', 'NOUN'), ('squares', 'VERB'), ('with', 'ADP'), ('the', 'DET'), ('other', 'ADJ'), ('one', 'NOUN'), ('.', 'PUNCT')]"
516,man,,stagger, The drunken man staggered into the room .,3,0,"[(' ', 'SPACE'), ('The', 'DET'), ('drunken', 'ADJ'), ('man', 'NOUN'), ('staggered', 'VERB'), ('into', 'ADP'), ('the', 'DET'), ('room', 'NOUN'), ('.', 'PUNCT')]"
517,chair,,stagger, The architect decided to stagger the chairs in the lecture hall .,4,0,"[(' ', 'SPACE'), ('The', 'DET'), ('architect', 'NOUN'), ('decided', 'VERB'), ('to', 'PART'), ('stagger', 'VERB'), ('the', 'DET'), ('chairs', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('lecture', 'NOUN'), ('hall', 'NOUN'), ('.', 'PUNCT')]"
518,bill,,stagger, She was staggered with bills after she tried to rebuild her house following the earthquake .,2,1,"[(' ', 'SPACE'), ('She', 'PRON'), ('was', 'AUX'), ('staggered', 'VERB'), ('with', 'ADP'), ('bills', 'NOUN'), ('after', 'SCONJ'), ('she', 'PRON'), ('tried', 'VERB'), ('to', 'PART'), ('rebuild', 'VERB'), ('her', 'PRON'), ('house', 'NOUN'), ('following', 'VERB'), ('the', 'DET'), ('earthquake', 'NOUN'), ('.', 'PUNCT')]"
519,industry,,stagnate, Industry will stagnate if we do not stimulate our economy .,2,1,"[(' ', 'SPACE'), ('Industry', 'PROPN'), ('will', 'AUX'), ('stagnate', 'VERB'), ('if', 'SCONJ'), ('we', 'PRON'), ('do', 'AUX'), ('not', 'PART'), ('stimulate', 'VERB'), ('our', 'PRON'), ('economy', 'NOUN'), ('.', 'PUNCT')]"
520,water,,stagnate, There are marshes that stagnate the waters .,4,0,"[(' ', 'SPACE'), ('There', 'PRON'), ('are', 'VERB'), ('marshes', 'NOUN'), ('that', 'PRON'), ('stagnate', 'VERB'), ('the', 'DET'), ('waters', 'NOUN'), ('.', 'PUNCT')]"
521,blood,,stagnate, blood stagnates in the capillaries .,1,0,"[(' ', 'SPACE'), ('blood', 'NOUN'), ('stagnates', 'VERB'), ('in', 'ADP'), ('the', 'DET'), ('capillaries', 'NOUN'), ('.', 'PUNCT')]"
522,name,,stamp, a man whose name is permanently stamped on our maps .,6,1,"[(' ', 'SPACE'), ('a', 'DET'), ('man', 'NOUN'), ('whose', 'DET'), ('name', 'NOUN'), ('is', 'AUX'), ('permanently', 'ADV'), ('stamped', 'VERB'), ('on', 'ADP'), ('our', 'PRON'), ('maps', 'NOUN'), ('.', 'PUNCT')]"
523,letter,,stamp, Are the letters properly stamped ?,4,0,"[(' ', 'SPACE'), ('Are', 'AUX'), ('the', 'DET'), ('letters', 'NOUN'), ('properly', 'ADV'), ('stamped', 'VERB'), ('?', 'PUNCT')]"
524,animal,,stampede, Thunderbolts can stampede animals .,2,0,"[(' ', 'SPACE'), ('Thunderbolts', 'NOUN'), ('can', 'AUX'), ('stampede', 'VERB'), ('animals', 'NOUN'), ('.', 'PUNCT')]"
525,company,,stampede, Companies will now stampede to release their latest software .,3,1,"[(' ', 'SPACE'), ('Companies', 'NOUN'), ('will', 'AUX'), ('now', 'ADV'), ('stampede', 'VERB'), ('to', 'PART'), ('release', 'VERB'), ('their', 'PRON'), ('latest', 'ADJ'), ('software', 'NOUN'), ('.', 'PUNCT')]"
526,ship,,steam, The ship steamed off into the Pacific .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('ship', 'NOUN'), ('steamed', 'VERB'), ('off', 'ADP'), ('into', 'ADP'), ('the', 'DET'), ('Pacific', 'PROPN'), ('.', 'PUNCT')]"
527,indifference,,steam, her indifference to his amorous advances really steamed the young man .,7,1,"[(' ', 'SPACE'), ('her', 'PRON'), ('indifference', 'NOUN'), ('to', 'ADP'), ('his', 'PRON'), ('amorous', 'ADJ'), ('advances', 'NOUN'), ('really', 'ADV'), ('steamed', 'VERB'), ('the', 'DET'), ('young', 'ADJ'), ('man', 'NOUN'), ('.', 'PUNCT')]"
528,vegetable,,steam, just steam the vegetables .,1,0,"[(' ', 'SPACE'), ('just', 'ADV'), ('steam', 'VERB'), ('the', 'DET'), ('vegetables', 'NOUN'), ('.', 'PUNCT')]"
529,bill,,steamroller, The Senator steamrollered the bill to defeat .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('Senator', 'PROPN'), ('steamrollered', 'VERB'), ('the', 'DET'), ('bill', 'NOUN'), ('to', 'PART'), ('defeat', 'VERB'), ('.', 'PUNCT')]"
530,teacher,,steamroller, The new teacher tends to steamroller .,5,1,"[(' ', 'SPACE'), ('The', 'DET'), ('new', 'ADJ'), ('teacher', 'NOUN'), ('tends', 'VERB'), ('to', 'PART'), ('steamroller', 'VERB'), ('.', 'PUNCT')]"
531,road,,steamroller, steamroller the road .,0,0,"[(' ', 'SPACE'), ('steamroller', 'VERB'), ('the', 'DET'), ('road', 'NOUN'), ('.', 'PUNCT')]"
532,opposition,,steamroller, steamroller the opposition .,0,1,"[(' ', 'SPACE'), ('steamroller', 'VERB'), ('the', 'DET'), ('opposition', 'NOUN'), ('.', 'PUNCT')]"
533,mane,,stream, their manes streamed like stiff black pennants in the wind .,2,1,"[(' ', 'SPACE'), ('their', 'PRON'), ('manes', 'NOUN'), ('streamed', 'VERB'), ('like', 'ADP'), ('stiff', 'ADJ'), ('black', 'ADJ'), ('pennants', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('wind', 'NOUN'), ('.', 'PUNCT')]"
534,sweat,,stream, She was streaming with sweat .,2,1,"[(' ', 'SPACE'), ('She', 'PRON'), ('was', 'AUX'), ('streaming', 'VERB'), ('with', 'ADP'), ('sweat', 'NOUN'), ('.', 'PUNCT')]"
535,tear,,stream, Tears streamed down her face .,1,0,"[(' ', 'SPACE'), ('Tears', 'NOUN'), ('streamed', 'VERB'), ('down', 'ADP'), ('her', 'PRON'), ('face', 'NOUN'), ('.', 'PUNCT')]"
536,nose,,stuff, My nose is all stuffed .,4,0,"[(' ', 'SPACE'), ('My', 'PRON'), ('nose', 'NOUN'), ('is', 'AUX'), ('all', 'PRON'), ('stuffed', 'VERB'), ('.', 'PUNCT')]"
537,dinner,,stuff, She stuffed herself at the dinner .,1,1,"[(' ', 'SPACE'), ('She', 'PRON'), ('stuffed', 'VERB'), ('herself', 'PRON'), ('at', 'ADP'), ('the', 'DET'), ('dinner', 'NOUN'), ('.', 'PUNCT')]"
538,pillow,,stuff, stuff a pillow with feathers .,0,0,"[(' ', 'SPACE'), ('stuff', 'NOUN'), ('a', 'DET'), ('pillow', 'NOUN'), ('with', 'ADP'), ('feathers', 'NOUN'), ('.', 'PUNCT')]"
539,turkey,,stuff, Have you stuffed the turkey yet ?,2,0,"[(' ', 'SPACE'), ('Have', 'AUX'), ('you', 'PRON'), ('stuffed', 'VERB'), ('the', 'DET'), ('turkey', 'NOUN'), ('yet', 'ADV'), ('?', 'PUNCT')]"
540,poison,,suck, suck the poison from the place where the snake bit .,0,0,"[(' ', 'SPACE'), ('suck', 'VERB'), ('the', 'DET'), ('poison', 'NOUN'), ('from', 'ADP'), ('the', 'DET'), ('place', 'NOUN'), ('where', 'SCONJ'), ('the', 'DET'), ('snake', 'NOUN'), ('bit', 'VERB'), ('.', 'PUNCT')]"
541,worker,,suck, The current boom in the economy sucked many workers in from abroad .,6,1,"[(' ', 'SPACE'), ('The', 'DET'), ('current', 'ADJ'), ('boom', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('economy', 'NOUN'), ('sucked', 'VERB'), ('many', 'ADJ'), ('workers', 'NOUN'), ('in', 'ADP'), ('from', 'ADP'), ('abroad', 'ADV'), ('.', 'PUNCT')]"
542,country,,swallow, The Nazis swallowed the Baltic countries .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('Nazis', 'PROPN'), ('swallowed', 'VERB'), ('the', 'DET'), ('Baltic', 'ADJ'), ('countries', 'NOUN'), ('.', 'PUNCT')]"
543,wave,,swallow, The huge waves swallowed the small boat and it sank shortly thereafter .,3,1,"[(' ', 'SPACE'), ('The', 'DET'), ('huge', 'ADJ'), ('waves', 'NOUN'), ('swallowed', 'VERB'), ('the', 'DET'), ('small', 'ADJ'), ('boat', 'NOUN'), ('and', 'CCONJ'), ('it', 'PRON'), ('sank', 'VERB'), ('shortly', 'ADV'), ('thereafter', 'ADV'), ('.', 'PUNCT')]"
544,word,,swallow, She swallowed the last words of her speech .,1,1,"[(' ', 'SPACE'), ('She', 'PRON'), ('swallowed', 'VERB'), ('the', 'DET'), ('last', 'ADJ'), ('words', 'NOUN'), ('of', 'ADP'), ('her', 'PRON'), ('speech', 'NOUN'), ('.', 'PUNCT')]"
545,word,,swallow, He swallowed his words .,1,1,"[(' ', 'SPACE'), ('He', 'PRON'), ('swallowed', 'VERB'), ('his', 'PRON'), ('words', 'NOUN'), ('.', 'PUNCT')]"
546,anger,,swallow, I swallowed my anger and kept quiet .,1,1,"[(' ', 'SPACE'), ('I', 'PRON'), ('swallowed', 'VERB'), ('my', 'PRON'), ('anger', 'NOUN'), ('and', 'CCONJ'), ('kept', 'VERB'), ('quiet', 'ADJ'), ('.', 'PUNCT')]"
547,story,,swallow, Am I supposed to swallow that story ?,4,1,"[(' ', 'SPACE'), ('Am', 'AUX'), ('I', 'PRON'), ('supposed', 'VERB'), ('to', 'PART'), ('swallow', 'VERB'), ('that', 'DET'), ('story', 'NOUN'), ('?', 'PUNCT')]"
548,music,,swell, The music swelled to a crescendo .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('music', 'NOUN'), ('swelled', 'VERB'), ('to', 'ADP'), ('a', 'DET'), ('crescendo', 'NOUN'), ('.', 'PUNCT')]"
549,mother,,swell, The mother was swelling with importance when she spoke of her son .,3,1,"[(' ', 'SPACE'), ('The', 'DET'), ('mother', 'NOUN'), ('was', 'AUX'), ('swelling', 'VERB'), ('with', 'ADP'), ('importance', 'NOUN'), ('when', 'SCONJ'), ('she', 'PRON'), ('spoke', 'VERB'), ('of', 'ADP'), ('her', 'PRON'), ('son', 'NOUN'), ('.', 'PUNCT')]"
550,belly,,swell, The bellies of the starving children are swelling .,7,0,"[(' ', 'SPACE'), ('The', 'DET'), ('bellies', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('starving', 'VERB'), ('children', 'NOUN'), ('are', 'AUX'), ('swelling', 'VERB'), ('.', 'PUNCT')]"
551,wood,,swell, The water swells the wood .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('water', 'NOUN'), ('swells', 'VERB'), ('the', 'DET'), ('wood', 'NOUN'), ('.', 'PUNCT')]"
552,brain,,swim, my brain is swimming after the bottle of champagne .,3,1,"[(' ', 'SPACE'), ('my', 'PRON'), ('brain', 'NOUN'), ('is', 'AUX'), ('swimming', 'VERB'), ('after', 'ADP'), ('the', 'DET'), ('bottle', 'NOUN'), ('of', 'ADP'), ('champagne', 'NOUN'), ('.', 'PUNCT')]"
553,meat,,swim, the meat was swimming in a fatty gravy .,3,1,"[(' ', 'SPACE'), ('the', 'DET'), ('meat', 'NOUN'), ('was', 'AUX'), ('swimming', 'VERB'), ('in', 'ADP'), ('a', 'DET'), ('fatty', 'NOUN'), ('gravy', 'NOUN'), ('.', 'PUNCT')]"
554,snake,,swim, this snake swims through the soil where it lives .,2,0,"[(' ', 'SPACE'), ('this', 'DET'), ('snake', 'NOUN'), ('swims', 'VERB'), ('through', 'ADP'), ('the', 'DET'), ('soil', 'NOUN'), ('where', 'SCONJ'), ('it', 'PRON'), ('lives', 'VERB'), ('.', 'PUNCT')]"
555,notice,,tack, tack the notice on the board .,0,0,"[(' ', 'SPACE'), ('tack', 'VERB'), ('the', 'DET'), ('notice', 'NOUN'), ('on', 'ADP'), ('the', 'DET'), ('board', 'NOUN'), ('.', 'PUNCT')]"
556,boat,,tack, The sailors decided to tack the boat .,4,0,"[(' ', 'SPACE'), ('The', 'DET'), ('sailors', 'NOUN'), ('decided', 'VERB'), ('to', 'PART'), ('tack', 'VERB'), ('the', 'DET'), ('boat', 'NOUN'), ('.', 'PUNCT')]"
557,verse,,tack, He tacked together some verses .,1,1,"[(' ', 'SPACE'), ('He', 'PRON'), ('tacked', 'VERB'), ('together', 'ADV'), ('some', 'DET'), ('verses', 'NOUN'), ('.', 'PUNCT')]"
558,action,,talk, Actions talk louder than words .,1,1,"[(' ', 'SPACE'), ('Actions', 'NOUN'), ('talk', 'VERB'), ('louder', 'ADV'), ('than', 'ADP'), ('words', 'NOUN'), ('.', 'PUNCT')]"
559,baby,,talk, The baby talks already .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('baby', 'NOUN'), ('talks', 'VERB'), ('already', 'ADV'), ('.', 'PUNCT')]"
560,garlic,,taste, Can you taste the garlic ?,2,0,"[(' ', 'SPACE'), ('Can', 'AUX'), ('you', 'PRON'), ('taste', 'VERB'), ('the', 'DET'), ('garlic', 'NOUN'), ('?', 'PUNCT')]"
561,wine,,taste, We tasted wines last night .,1,0,"[(' ', 'SPACE'), ('We', 'PRON'), ('tasted', 'VERB'), ('wines', 'NOUN'), ('last', 'ADJ'), ('night', 'NOUN'), ('.', 'PUNCT')]"
562,freedom,,taste, The ex - slave tasted freedom shortly before she died .,4,1,"[(' ', 'SPACE'), ('The', 'DET'), ('ex', 'NOUN'), ('-', 'PUNCT'), ('slave', 'NOUN'), ('tasted', 'VERB'), ('freedom', 'NOUN'), ('shortly', 'ADV'), ('before', 'SCONJ'), ('she', 'PRON'), ('died', 'VERB'), ('.', 'PUNCT')]"
563,state,,tax, The State taxes alcohol heavily .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('State', 'NOUN'), ('taxes', 'VERB'), ('alcohol', 'NOUN'), ('heavily', 'ADV'), ('.', 'PUNCT')]"
564,patience,,tax, You are taxing my patience .,2,1,"[(' ', 'SPACE'), ('You', 'PRON'), ('are', 'AUX'), ('taxing', 'VERB'), ('my', 'PRON'), ('patience', 'NOUN'), ('.', 'PUNCT')]"
565,failure,,tax, They taxed him failure to appear in court .,1,1,"[(' ', 'SPACE'), ('They', 'PRON'), ('taxed', 'VERB'), ('him', 'PRON'), ('failure', 'NOUN'), ('to', 'PART'), ('appear', 'VERB'), ('in', 'ADP'), ('court', 'NOUN'), ('.', 'PUNCT')]"
566,muscle,,tense, the bodybuilder 's neck muscles tensed .,5,0,"[(' ', 'SPACE'), ('the', 'DET'), ('bodybuilder', 'NOUN'), (""'s"", 'PART'), ('neck', 'NOUN'), ('muscles', 'NOUN'), ('tensed', 'VERB'), ('.', 'PUNCT')]"
567,bus,,thunder, The bus thundered down the road .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('bus', 'NOUN'), ('thundered', 'VERB'), ('down', 'ADP'), ('the', 'DET'), ('road', 'NOUN'), ('.', 'PUNCT')]"
568,river,,thunder, The river thundered below .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('river', 'NOUN'), ('thundered', 'VERB'), ('below', 'ADV'), ('.', 'PUNCT')]"
569,victim,,tie, They tied their victim to the chair .,1,0,"[(' ', 'SPACE'), ('They', 'PRON'), ('tied', 'VERB'), ('their', 'PRON'), ('victim', 'NOUN'), ('to', 'ADP'), ('the', 'DET'), ('chair', 'NOUN'), ('.', 'PUNCT')]"
570,jet,,tie, These big jets are tied to large airports .,4,1,"[(' ', 'SPACE'), ('These', 'DET'), ('big', 'ADJ'), ('jets', 'NOUN'), ('are', 'AUX'), ('tied', 'VERB'), ('to', 'ADP'), ('large', 'ADJ'), ('airports', 'NOUN'), ('.', 'PUNCT')]"
571,fly,,tie, The fishermen tied their flies .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('fishermen', 'NOUN'), ('tied', 'VERB'), ('their', 'PRON'), ('flies', 'NOUN'), ('.', 'PUNCT')]"
572,dinner,,top, They topped off their dinner with a cognac .,1,1,"[(' ', 'SPACE'), ('They', 'PRON'), ('topped', 'VERB'), ('off', 'ADP'), ('their', 'PRON'), ('dinner', 'NOUN'), ('with', 'ADP'), ('a', 'DET'), ('cognac', 'NOUN'), ('.', 'PUNCT')]"
573,tree,,top, A star tops the Christmas Tree .,2,0,"[(' ', 'SPACE'), ('A', 'DET'), ('star', 'NOUN'), ('tops', 'VERB'), ('the', 'DET'), ('Christmas', 'PROPN'), ('Tree', 'PROPN'), ('.', 'PUNCT')]"
574,tower,,top, The towers were topped with conical roofs .,3,0,"[(' ', 'SPACE'), ('The', 'DET'), ('towers', 'NOUN'), ('were', 'AUX'), ('topped', 'VERB'), ('with', 'ADP'), ('conical', 'ADJ'), ('roofs', 'NOUN'), ('.', 'PUNCT')]"
575,hiker,,top, The hikers topped the mountain just before noon .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('hikers', 'NOUN'), ('topped', 'VERB'), ('the', 'DET'), ('mountain', 'NOUN'), ('just', 'ADV'), ('before', 'ADP'), ('noon', 'NOUN'), ('.', 'PUNCT')]"
576,outline,,trace, trace the outline of a figure in the sand .,0,0,"[(' ', 'SPACE'), ('trace', 'VERB'), ('the', 'DET'), ('outline', 'NOUN'), ('of', 'ADP'), ('a', 'DET'), ('figure', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('sand', 'NOUN'), ('.', 'PUNCT')]"
577,deer,,trace, The hunters traced the deer into the woods .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('hunters', 'NOUN'), ('traced', 'VERB'), ('the', 'DET'), ('deer', 'NOUN'), ('into', 'ADP'), ('the', 'DET'), ('woods', 'NOUN'), ('.', 'PUNCT')]"
578,circumstance,,trace, She traced the circumstances of her birth .,1,1,"[(' ', 'SPACE'), ('She', 'PRON'), ('traced', 'VERB'), ('the', 'DET'), ('circumstances', 'NOUN'), ('of', 'ADP'), ('her', 'PRON'), ('birth', 'NOUN'), ('.', 'PUNCT')]"
579,experience,,transform, This experience transformed her completely .,2,1,"[(' ', 'SPACE'), ('This', 'DET'), ('experience', 'NOUN'), ('transformed', 'VERB'), ('her', 'PRON'), ('completely', 'ADV'), ('.', 'PUNCT')]"
580,energy,,transform, It can transform energy to light .,2,0,"[(' ', 'SPACE'), ('It', 'PRON'), ('can', 'AUX'), ('transform', 'VERB'), ('energy', 'NOUN'), ('to', 'ADP'), ('light', 'NOUN'), ('.', 'PUNCT')]"
581,grape,,tread, tread grapes to make wine .,0,0,"[(' ', 'SPACE'), ('tread', 'VERB'), ('grapes', 'NOUN'), ('to', 'PART'), ('make', 'VERB'), ('wine', 'NOUN'), ('.', 'PUNCT')]"
582,bird,,tread, male birds tread the females .,2,0,"[(' ', 'SPACE'), ('male', 'ADJ'), ('birds', 'NOUN'), ('tread', 'VERB'), ('the', 'DET'), ('females', 'NOUN'), ('.', 'PUNCT')]"
583,camp,,trench, He trenched his military camp .,1,0,"[(' ', 'SPACE'), ('He', 'PRON'), ('trenched', 'VERB'), ('his', 'PRON'), ('military', 'ADJ'), ('camp', 'NOUN'), ('.', 'PUNCT')]"
584,letter,,trench, letters trenched into the stone .,1,0,"[(' ', 'SPACE'), ('letters', 'NOUN'), ('trenched', 'VERB'), ('into', 'ADP'), ('the', 'DET'), ('stone', 'NOUN'), ('.', 'PUNCT')]"
585,soldier,,trench, trench the fallen soldiers .,0,0,"[(' ', 'SPACE'), ('trench', 'VERB'), ('the', 'DET'), ('fallen', 'VERB'), ('soldiers', 'NOUN'), ('.', 'PUNCT')]"
586,chain,,tug, The prisoner tugged at the chains .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('prisoner', 'NOUN'), ('tugged', 'VERB'), ('at', 'ADP'), ('the', 'DET'), ('chains', 'NOUN'), ('.', 'PUNCT')]"
587,living,,tug, She tugged for years to make a decent living .,1,1,"[(' ', 'SPACE'), ('She', 'PRON'), ('tugged', 'VERB'), ('for', 'ADP'), ('years', 'NOUN'), ('to', 'PART'), ('make', 'VERB'), ('a', 'DET'), ('decent', 'ADJ'), ('living', 'NOUN'), ('.', 'PUNCT')]"
588,freighter,,tug, The tugboat tugged the freighter into the harbor .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('tugboat', 'NOUN'), ('tugged', 'VERB'), ('the', 'DET'), ('freighter', 'NOUN'), ('into', 'ADP'), ('the', 'DET'), ('harbor', 'NOUN'), ('.', 'PUNCT')]"
589,cart,,tug, The horse finally tugged the cart out of the mud .,3,0,"[(' ', 'SPACE'), ('The', 'DET'), ('horse', 'NOUN'), ('finally', 'ADV'), ('tugged', 'VERB'), ('the', 'DET'), ('cart', 'NOUN'), ('out', 'ADP'), ('of', 'ADP'), ('the', 'DET'), ('mud', 'NOUN'), ('.', 'PUNCT')]"
590,shoulder,,twist, The wrestler twisted his shoulder .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('wrestler', 'NOUN'), ('twisted', 'VERB'), ('his', 'PRON'), ('shoulder', 'NOUN'), ('.', 'PUNCT')]"
591,cord,,twist, The cord is all twisted .,4,0,"[(' ', 'SPACE'), ('The', 'DET'), ('cord', 'NOUN'), ('is', 'AUX'), ('all', 'ADV'), ('twisted', 'ADJ'), ('.', 'PUNCT')]"
592,word,,twist, Do n't twist my words .,2,1,"[(' ', 'SPACE'), ('Do', 'AUX'), (""n't"", 'PART'), ('twist', 'VERB'), ('my', 'PRON'), ('words', 'NOUN'), ('.', 'PUNCT')]"
593,people,,uproot, The war uprooted many people .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('war', 'NOUN'), ('uprooted', 'VERB'), ('many', 'ADJ'), ('people', 'NOUN'), ('.', 'PUNCT')]"
