index	sentence	Sources	Source_Index	Targets	Target_Index	metaphoricity_score	new_sentences
4296	4. That stores are crowded with unhappy people. Yep, which is why I'll be giving everyone some nice homemade cookies. 5. That airports are crowded with unhappy people. Yep, which is why I'll be staying home and avoiding our blue-non-latex-gloved government friends and related unhappy doses of radiation. 6. That icy roads can be slippery. Gee, ya think?	blue-non-latex-gloved	39	government	40	3.0	blue-non-latex-gloved has property fun to touch. 4. That stores are crowded with unhappy people. Yep, which is why I'll be giving everyone some nice homemade cookies. 5. That airports are crowded with unhappy people. Yep, which is why I'll be staying home and avoiding our blue-non-latex-gloved government friends and related unhappy doses of radiation. 6. That icy roads can be slippery. Gee, ya think?
4297	On and on from multiple directions, the painful assaults fly and attack businesses trapped in the government cage.	cage	17	government	16	3.0	cage has property heavy. On and on from multiple directions, the painful assaults fly and attack businesses trapped in the government cage.
4298	It was something most Americans always have known, and we say now the admission of the government's guilt is long overdue, since it's far too late to right the wrongs or erase the shame of how this country once treated its own people.	guilt	17	government's	16	3.0	guilt has property bad. It was something most Americans always have known, and we say now the admission of the government's guilt is long overdue, since it's far too late to right the wrongs or erase the shame of how this country once treated its own people.
4299	It’s not that the villains they’ve identified don’t share in the blame, because they’ve all played a part in the unraveling of government.	unraveling	20	government	22	3.0	unraveling has property bad. It’s not that the villains they’ve identified don’t share in the blame, because they’ve all played a part in the unraveling of government.
4300	An added advantage is the “starve the beast” effect: Many government employees would benefit from a shrunk government, because it would open their productive energies to more satisfying and more productive careers.	shrunk	16	government	17	3.0	shrunk has property good. An added advantage is the “starve the beast” effect: Many government employees would benefit from a shrunk government, because it would open their productive energies to more satisfying and more productive careers.
4301	Their own existence as a nation was secured through war, the father of government, and at least enough for that purpose they thought must be maintained.	father	11	government	13	3.0	father has property male. Their own existence as a nation was secured through war, the father of government, and at least enough for that purpose they thought must be maintained.
4302	When the federal government bakes a trillion-dollar pie, everybody lines up to get a piece.	bakes	4	government	3	3.0	bakes has property delicious. When the federal government bakes a trillion-dollar pie, everybody lines up to get a piece.
4303	National Labor Relations Board – This agency is the government’s referee for disputes, squabbles and fights between unions and management, unions and their discontented members, non-union workers who want to unionize and management-types that want to prevent it, disenchanted union members who want to get rid of their union, and so on. Probably not a very fun job. Lots of good information here for those who want to form a union, get rid of a union, or who aren’t quite sure what they want to do. Plus the entire text of the Labor Relations Act of 1935. Read it if you dare! USCG Licensing & Documentation, Military Sea Service, TWIC, FCC Licensing, U.S. Passports & Traveler’s Health Information	referee	10	government’s	9	3.0	referee has property very important. National Labor Relations Board – This agency is the government’s referee for disputes, squabbles and fights between unions and management, unions and their discontented members, non-union workers who want to unionize and management-types that want to prevent it, disenchanted union members who want to get rid of their union, and so on. Probably not a very fun job. Lots of good information here for those who want to form a union, get rid of a union, or who aren’t quite sure what they want to do. Plus the entire text of the Labor Relations Act of 1935. Read it if you dare! USCG Licensing & Documentation, Military Sea Service, TWIC, FCC Licensing, U.S. Passports & Traveler’s Health Information
4305	At issue is the definition of a threatened and endangered species, and how the government arrived at its decision on polar bears.	arrived	15	government	14	3.0	arrived has property late. At issue is the definition of a threatened and endangered species, and how the government arrived at its decision on polar bears.
4306	State is the ship - government is the captain and his officers.	captain	8	government	5	3.0	captain has property captain of ship. State is the ship - government is the captain and his officers.
4307	You'd think U.S. conservatives opposed to wasteful spending would be jumping all over a free bandwagon that weans government from a teat that, er, recently raised its prices, but you'd be wrong.	weans	17	government	18	3.0	weans has property cold. You'd think U.S. conservatives opposed to wasteful spending would be jumping all over a free bandwagon that weans government from a teat that, er, recently raised its prices, but you'd be wrong.
